epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.3591071367263794,2.459747552871704,0.1428571492433548,1.9592387676239014
1,0.5628571510314941,1.106935977935791,0.1428571492433548,1.9716050624847412
2,0.6226785778999329,0.9640427231788635,0.13285714387893677,1.9968469142913818
3,0.6589285731315613,0.8474175333976746,0.1428571492433548,1.9538832902908325
4,0.675178587436676,0.7958124876022339,0.1428571492433548,1.9674139022827148
5,0.693928599357605,0.7532137632369995,0.2328571379184723,1.7632924318313599
6,0.6876785755157471,0.7469518780708313,0.37285715341567993,2.8153176307678223
7,0.6937500238418579,0.758307933807373,0.1428571492433548,12.363490104675293
8,0.7003571391105652,0.7425427436828613,0.3857142925262451,5.008723735809326
9,0.7071428298950195,0.7194811701774597,0.41999998688697815,10.33109188079834
10,0.7221428751945496,0.6660383343696594,0.5985714197158813,1.4085822105407715
11,0.7146428823471069,0.6728851199150085,0.238571435213089,13.965312957763672
12,0.7144643068313599,0.6842449307441711,0.4714285731315613,4.420807361602783
13,0.7132142782211304,0.6890042424201965,0.24857142567634583,7.1904296875
14,0.7225000262260437,0.6572756767272949,0.22714285552501678,16.290576934814453
15,0.7237499952316284,0.6670054793357849,0.4985714256763458,2.187629461288452
16,0.7239285707473755,0.6622591018676758,0.6328571438789368,0.9469639658927917
17,0.731071412563324,0.6385295987129211,0.6057142615318298,1.185437560081482
18,0.737678587436676,0.6419669985771179,0.22428570687770844,14.037714958190918
19,0.7250000238418579,0.6521301865577698,0.4000000059604645,3.2505311965942383
20,0.7316071391105652,0.6395537257194519,0.5842857360839844,1.3314995765686035
21,0.7326785922050476,0.635611355304718,0.5600000023841858,1.7238023281097412
22,0.7266071438789368,0.6675189733505249,0.2571428716182709,5.255249977111816
23,0.7260714173316956,0.6543282866477966,0.572857141494751,1.515045166015625
24,0.7373214364051819,0.6349361538887024,0.2442857176065445,12.828450202941895
25,0.7369642853736877,0.6366986036300659,0.6342856884002686,1.151983618736267
26,0.7442857027053833,0.607373058795929,0.6157143115997314,1.227461338043213
27,0.7512500286102295,0.6010549068450928,0.27571427822113037,11.394490242004395
28,0.7489285469055176,0.6000077724456787,0.618571400642395,1.0438933372497559
29,0.7437499761581421,0.6047731637954712,0.4300000071525574,5.06801700592041
30,0.7505357265472412,0.5865305066108704,0.6728571653366089,1.3385268449783325
31,0.7560714483261108,0.5711713433265686,0.699999988079071,0.7798740863800049
32,0.7392857074737549,0.6318232417106628,0.2314285784959793,8.465008735656738
33,0.7483928799629211,0.5963553786277771,0.6557142734527588,0.8686622977256775
34,0.7537500262260437,0.5781581401824951,0.5,5.255948066711426
35,0.729285717010498,0.7147097587585449,0.42571428418159485,3.2457990646362305
36,0.7423214316368103,0.6068519949913025,0.2628571391105652,11.946514129638672
37,0.753928542137146,0.5866760015487671,0.3642857074737549,9.481313705444336
38,0.7523214221000671,0.5895813703536987,0.6485714316368103,0.9218570590019226
39,0.7557142972946167,0.5867624878883362,0.6242856979370117,1.0188941955566406
40,0.7576785683631897,0.556712806224823,0.322857141494751,10.473392486572266
41,0.7566071152687073,0.5642264485359192,0.21285714209079742,18.55985450744629
42,0.7503571510314941,0.6008342504501343,0.345714271068573,9.566657066345215
43,0.7492856979370117,0.5969876646995544,0.24857142567634583,26.777143478393555
44,0.7560714483261108,0.5771008133888245,0.6285714507102966,1.0598695278167725
45,0.7599999904632568,0.5559059977531433,0.4514285624027252,24.208871841430664
46,0.7592856884002686,0.5497410297393799,0.6700000166893005,0.8618077635765076
47,0.7521428465843201,0.5578107833862305,0.5114285945892334,16.807897567749023
48,0.768750011920929,0.5562683343887329,0.6571428775787354,0.8624666929244995
49,0.7571428418159485,0.550013542175293,0.6071428656578064,3.613967180252075
50,0.7616071701049805,0.5713057518005371,0.5671428442001343,3.7895002365112305
51,0.7549999952316284,0.5988160967826843,0.7428571581840515,0.631475567817688
52,0.770892858505249,0.5373961329460144,0.6757143139839172,0.8230516910552979
53,0.7608928680419922,0.5635789632797241,0.581428587436676,2.8374292850494385
54,0.764464259147644,0.5679251551628113,0.5928571224212646,2.690398931503296
